"","participant","list","gender","age","itemNr","ID","expression","response"
"516","13","AB","m","35-",36,"juhu1","juhu",3
"517","13","AB","m","35-",37,"hechakuaa2","hechakuaa",5
"518","13","AB","m","35-",38,"hei1","hei",3
"519","13","AB","m","35-",39,"NRRC2","NRRC",1
"520","13","AB","m","35-",40,"controlB3","control",2
"521","14","BA","f","35+",1,"controlA1","control",5
"522","14","BA","f","35+",2,"vya1","vya",5
"523","14","BA","f","35+",3,"moa2","moa",5
"524","14","BA","f","35+",4,"possNP1","possNP",5
"525","14","BA","f","35+",5,"kuaauka2","kuaauka",3
"526","14","BA","f","35+",6,"haimete1","haimete",1
"527","14","BA","f","35+",7,"hecha2","hecha",3
"528","14","BA","f","35+",8,"mombeu1","mombeu",5
"529","14","BA","f","35+",9,"topa2","topa",3
"530","14","BA","f","35+",10,"controlA2","control",3
"531","14","BA","f","35+",11,"hechauka1","hechauka",1
"532","14","BA","f","35+",12,"kuaa2","kuaa",3
"533","14","BA","f","35+",13,"cos1","cos",3
"534","14","BA","f","35+",14,"hendu2","hendu",3
"535","14","BA","f","35+",15,"nte1","nte",3
"536","14","BA","f","35+",16,"juhu2","juhu",5
"537","14","BA","f","35+",17,"hechakuaa1","hechakuaa",5
"538","14","BA","f","35+",18,"hei2","hei",1
"539","14","BA","f","35+",19,"NRRC1","NRRC",5
"540","14","BA","f","35+",20,"controlA3","control",3
"541","14","BA","f","35+",21,"controlB1","control",3
"543","14","BA","f","35+",23,"moa1","moa",1
"544","14","BA","f","35+",24,"possNP2","possNP",3
"545","14","BA","f","35+",25,"kuaauka1","kuaauka",3
"546","14","BA","f","35+",26,"haimete2","haimete",3
"547","14","BA","f","35+",27,"hecha1","hecha",5
"548","14","BA","f","35+",28,"mombeu2","mombeu",1
"549","14","BA","f","35+",29,"topa1","topa",5
"550","14","BA","f","35+",30,"controlB2","control",3
"551","14","BA","f","35+",31,"hechauka2","hechauka",1
"552","14","BA","f","35+",32,"kuaa1","kuaa",3
"553","14","BA","f","35+",33,"cos2","cos",3
"554","14","BA","f","35+",34,"hendu1","hendu",5
"555","14","BA","f","35+",35,"nte2","nte",1
"556","14","BA","f","35+",36,"juhu1","juhu",3
"557","14","BA","f","35+",37,"hechakuaa2","hechakuaa",3
"558","14","BA","f","35+",38,"hei1","hei",5
"559","14","BA","f","35+",39,"NRRC2","NRRC",5
"560","14","BA","f","35+",40,"controlB3","control",3
"561","15","AB","f","35-",1,"controlA1","control",3
"562","15","AB","f","35-",2,"vya1","vya",5
"563","15","AB","f","35-",3,"moa2","moa",5
"564","15","AB","f","35-",4,"possNP1","possNP",5
"565","15","AB","f","35-",5,"kuaauka2","kuaauka",5
"566","15","AB","f","35-",6,"haimete1","haimete",3
"567","15","AB","f","35-",7,"hecha2","hecha",5
"568","15","AB","f","35-",8,"mombeu1","mombeu",5
"569","15","AB","f","35-",9,"topa2","topa",3
"570","15","AB","f","35-",10,"controlA2","control",3
"571","15","AB","f","35-",11,"hechauka1","hechauka",3
"572","15","AB","f","35-",12,"kuaa2","kuaa",5
"573","15","AB","f","35-",13,"cos1","cos",3
"574","15","AB","f","35-",14,"hendu2","hendu",5
"575","15","AB","f","35-",15,"nte1","nte",3
"576","15","AB","f","35-",16,"juhu2","juhu",5
"577","15","AB","f","35-",17,"hechakuaa1","hechakuaa",3
"578","15","AB","f","35-",18,"hei2","hei",3
"579","15","AB","f","35-",19,"NRRC1","NRRC",5
"580","15","AB","f","35-",20,"controlA3","control",3
"581","15","AB","f","35-",21,"controlB1","control",3
"583","15","AB","f","35-",23,"moa1","moa",3
"584","15","AB","f","35-",24,"possNP2","possNP",5
"585","15","AB","f","35-",25,"kuaauka1","kuaauka",5
"586","15","AB","f","35-",26,"haimete2","haimete",3
"587","15","AB","f","35-",27,"hecha1","hecha",5
"588","15","AB","f","35-",28,"mombeu2","mombeu",5
"589","15","AB","f","35-",29,"topa1","topa",5
"590","15","AB","f","35-",30,"controlB2","control",3
"591","15","AB","f","35-",31,"hechauka2","hechauka",5
"592","15","AB","f","35-",32,"kuaa1","kuaa",5
"593","15","AB","f","35-",33,"cos2","cos",3
"594","15","AB","f","35-",34,"hendu1","hendu",5
"595","15","AB","f","35-",35,"nte2","nte",5
"596","15","AB","f","35-",36,"juhu1","juhu",5
"597","15","AB","f","35-",37,"hechakuaa2","hechakuaa",3
"598","15","AB","f","35-",38,"hei1","hei",5
"599","15","AB","f","35-",39,"NRRC2","NRRC",5
"600","15","AB","f","35-",40,"controlB3","control",3
"601","16","BA","m","35+",1,"controlA1","control",2
"602","16","BA","m","35+",2,"vya1","vya",5
"603","16","BA","m","35+",3,"moa2","moa",3
"604","16","BA","m","35+",4,"possNP1","possNP",4
"605","16","BA","m","35+",5,"kuaauka2","kuaauka",2
"606","16","BA","m","35+",6,"haimete1","haimete",3
"607","16","BA","m","35+",7,"hecha2","hecha",2
"608","16","BA","m","35+",8,"mombeu1","mombeu",5
"609","16","BA","m","35+",9,"topa2","topa",4
"610","16","BA","m","35+",10,"controlA2","control",2
"611","16","BA","m","35+",11,"hechauka1","hechauka",1
"612","16","BA","m","35+",12,"kuaa2","kuaa",5
"613","16","BA","m","35+",13,"cos1","cos",3
"614","16","BA","m","35+",14,"hendu2","hendu",2
"615","16","BA","m","35+",15,"nte1","nte",3
"616","16","BA","m","35+",16,"juhu2","juhu",5
"617","16","BA","m","35+",17,"hechakuaa1","hechakuaa",4
"618","16","BA","m","35+",18,"hei2","hei",5
"619","16","BA","m","35+",19,"NRRC1","NRRC",3
"620","16","BA","m","35+",20,"controlA3","control",2
"621","16","BA","m","35+",21,"controlB1","control",3
"623","16","BA","m","35+",23,"moa1","moa",1
"624","16","BA","m","35+",24,"possNP2","possNP",3
"625","16","BA","m","35+",25,"kuaauka1","kuaauka",4
"626","16","BA","m","35+",26,"haimete2","haimete",1
"627","16","BA","m","35+",27,"hecha1","hecha",3
"628","16","BA","m","35+",28,"mombeu2","mombeu",5
"629","16","BA","m","35+",29,"topa1","topa",1
"630","16","BA","m","35+",30,"controlB2","control",3
"631","16","BA","m","35+",31,"hechauka2","hechauka",5
"632","16","BA","m","35+",32,"kuaa1","kuaa",1
"633","16","BA","m","35+",33,"cos2","cos",3
"634","16","BA","m","35+",34,"hendu1","hendu",1
"635","16","BA","m","35+",35,"nte2","nte",3
"636","16","BA","m","35+",36,"juhu1","juhu",1
"637","16","BA","m","35+",37,"hechakuaa2","hechakuaa",5
"638","16","BA","m","35+",38,"hei1","hei",5
"639","16","BA","m","35+",39,"NRRC2","NRRC",3
"640","16","BA","m","35+",40,"controlB3","control",2
"641","17","AB","m","35+",1,"controlA1","control",1
"642","17","AB","m","35+",2,"vya1","vya",5
"643","17","AB","m","35+",3,"moa2","moa",1
"644","17","AB","m","35+",4,"possNP1","possNP",5
"645","17","AB","m","35+",5,"kuaauka2","kuaauka",5
"646","17","AB","m","35+",6,"haimete1","haimete",1
"647","17","AB","m","35+",7,"hecha2","hecha",5
"648","17","AB","m","35+",8,"mombeu1","mombeu",5
"649","17","AB","m","35+",9,"topa2","topa",1
"650","17","AB","m","35+",10,"controlA2","control",5
"651","17","AB","m","35+",11,"hechauka1","hechauka",1
"652","17","AB","m","35+",12,"kuaa2","kuaa",5
"653","17","AB","m","35+",13,"cos1","cos",2
"654","17","AB","m","35+",14,"hendu2","hendu",5
"655","17","AB","m","35+",15,"nte1","nte",1
"656","17","AB","m","35+",16,"juhu2","juhu",3
"657","17","AB","m","35+",17,"hechakuaa1","hechakuaa",5
"658","17","AB","m","35+",18,"hei2","hei",1
"659","17","AB","m","35+",19,"NRRC1","NRRC",5
"660","17","AB","m","35+",20,"controlA3","control",5
"661","17","AB","m","35+",21,"controlB1","control",5
"663","17","AB","m","35+",23,"moa1","moa",1
"664","17","AB","m","35+",24,"possNP2","possNP",5
"665","17","AB","m","35+",25,"kuaauka1","kuaauka",5
"666","17","AB","m","35+",26,"haimete2","haimete",5
"667","17","AB","m","35+",27,"hecha1","hecha",5
"668","17","AB","m","35+",28,"mombeu2","mombeu",5
"669","17","AB","m","35+",29,"topa1","topa",5
"670","17","AB","m","35+",30,"controlB2","control",1
"671","17","AB","m","35+",31,"hechauka2","hechauka",5
"672","17","AB","m","35+",32,"kuaa1","kuaa",1
"673","17","AB","m","35+",33,"cos2","cos",5
"674","17","AB","m","35+",34,"hendu1","hendu",5
"675","17","AB","m","35+",35,"nte2","nte",1
"676","17","AB","m","35+",36,"juhu1","juhu",5
"677","17","AB","m","35+",37,"hechakuaa2","hechakuaa",1
"678","17","AB","m","35+",38,"hei1","hei",5
"679","17","AB","m","35+",39,"NRRC2","NRRC",5
"680","17","AB","m","35+",40,"controlB3","control",1
"681","18","BA","f","35+",1,"controlA1","control",1
"682","18","BA","f","35+",2,"vya1","vya",5
"683","18","BA","f","35+",3,"moa2","moa",3
"684","18","BA","f","35+",4,"possNP1","possNP",3
"685","18","BA","f","35+",5,"kuaauka2","kuaauka",1
"686","18","BA","f","35+",6,"haimete1","haimete",3
"687","18","BA","f","35+",7,"hecha2","hecha",1
"688","18","BA","f","35+",8,"mombeu1","mombeu",5
"689","18","BA","f","35+",9,"topa2","topa",1
"690","18","BA","f","35+",10,"controlA2","control",1
"691","18","BA","f","35+",11,"hechauka1","hechauka",5
"692","18","BA","f","35+",12,"kuaa2","kuaa",3
"693","18","BA","f","35+",13,"cos1","cos",3
"694","18","BA","f","35+",14,"hendu2","hendu",1
"695","18","BA","f","35+",15,"nte1","nte",3
"696","18","BA","f","35+",16,"juhu2","juhu",5
"697","18","BA","f","35+",17,"hechakuaa1","hechakuaa",1
"698","18","BA","f","35+",18,"hei2","hei",3
"699","18","BA","f","35+",19,"NRRC1","NRRC",1
"700","18","BA","f","35+",20,"controlA3","control",3
"701","18","BA","f","35+",21,"controlB1","control",3
"703","18","BA","f","35+",23,"moa1","moa",1
"704","18","BA","f","35+",24,"possNP2","possNP",3
"705","18","BA","f","35+",25,"kuaauka1","kuaauka",3
"706","18","BA","f","35+",26,"haimete2","haimete",3
"707","18","BA","f","35+",27,"hecha1","hecha",1
"708","18","BA","f","35+",28,"mombeu2","mombeu",1
"709","18","BA","f","35+",29,"topa1","topa",3
"710","18","BA","f","35+",30,"controlB2","control",1
"711","18","BA","f","35+",31,"hechauka2","hechauka",3
"712","18","BA","f","35+",32,"kuaa1","kuaa",3
"713","18","BA","f","35+",33,"cos2","cos",3
"714","18","BA","f","35+",34,"hendu1","hendu",1
"715","18","BA","f","35+",35,"nte2","nte",5
"716","18","BA","f","35+",36,"juhu1","juhu",3
"717","18","BA","f","35+",37,"hechakuaa2","hechakuaa",5
"718","18","BA","f","35+",38,"hei1","hei",5
"719","18","BA","f","35+",39,"NRRC2","NRRC",5
"720","18","BA","f","35+",40,"controlB3","control",3
"721","19","AB","m","35+",1,"controlA1","control",1
"722","19","AB","m","35+",2,"vya1","vya",1
"723","19","AB","m","35+",3,"moa2","moa",3
"724","19","AB","m","35+",4,"possNP1","possNP",5
"725","19","AB","m","35+",5,"kuaauka2","kuaauka",1
"726","19","AB","m","35+",6,"haimete1","haimete",5
"727","19","AB","m","35+",7,"hecha2","hecha",1
"728","19","AB","m","35+",8,"mombeu1","mombeu",1
"729","19","AB","m","35+",9,"topa2","topa",3
"730","19","AB","m","35+",10,"controlA2","control",1
"731","19","AB","m","35+",11,"hechauka1","hechauka",1
"732","19","AB","m","35+",12,"kuaa2","kuaa",1
"733","19","AB","m","35+",13,"cos1","cos",3
"734","19","AB","m","35+",14,"hendu2","hendu",1
"735","19","AB","m","35+",15,"nte1","nte",1
"736","19","AB","m","35+",16,"juhu2","juhu",3
"737","19","AB","m","35+",17,"hechakuaa1","hechakuaa",5
"738","19","AB","m","35+",18,"hei2","hei",1
"739","19","AB","m","35+",19,"NRRC1","NRRC",5
"740","19","AB","m","35+",20,"controlA3","control",1
"741","19","AB","m","35+",21,"controlB1","control",1
"743","19","AB","m","35+",23,"moa1","moa",1
"744","19","AB","m","35+",24,"possNP2","possNP",3
"745","19","AB","m","35+",25,"kuaauka1","kuaauka",5
"746","19","AB","m","35+",26,"haimete2","haimete",3
"747","19","AB","m","35+",27,"hecha1","hecha",1
"748","19","AB","m","35+",28,"mombeu2","mombeu",1
"749","19","AB","m","35+",29,"topa1","topa",5
"750","19","AB","m","35+",30,"controlB2","control",3
"751","19","AB","m","35+",31,"hechauka2","hechauka",4
"752","19","AB","m","35+",32,"kuaa1","kuaa",3
"753","19","AB","m","35+",33,"cos2","cos",3
"754","19","AB","m","35+",34,"hendu1","hendu",1
"755","19","AB","m","35+",35,"nte2","nte",1
"756","19","AB","m","35+",36,"juhu1","juhu",2
"757","19","AB","m","35+",37,"hechakuaa2","hechakuaa",3
"758","19","AB","m","35+",38,"hei1","hei",1
"759","19","AB","m","35+",39,"NRRC2","NRRC",5
"760","19","AB","m","35+",40,"controlB3","control",3
"761","20","BA","f","35+",1,"controlA1","control",1
"762","20","BA","f","35+",2,"vya1","vya",5
"763","20","BA","f","35+",3,"moa2","moa",1
"764","20","BA","f","35+",4,"possNP1","possNP",3
"765","20","BA","f","35+",5,"kuaauka2","kuaauka",5
"766","20","BA","f","35+",6,"haimete1","haimete",5
"767","20","BA","f","35+",7,"hecha2","hecha",1
"768","20","BA","f","35+",8,"mombeu1","mombeu",5
"769","20","BA","f","35+",9,"topa2","topa",5
"770","20","BA","f","35+",10,"controlA2","control",5
"771","20","BA","f","35+",11,"hechauka1","hechauka",1
"772","20","BA","f","35+",12,"kuaa2","kuaa",5
"773","20","BA","f","35+",13,"cos1","cos",5
"774","20","BA","f","35+",14,"hendu2","hendu",5
"775","20","BA","f","35+",15,"nte1","nte",5
"776","20","BA","f","35+",16,"juhu2","juhu",3
"777","20","BA","f","35+",17,"hechakuaa1","hechakuaa",5
"778","20","BA","f","35+",18,"hei2","hei",3
"779","20","BA","f","35+",19,"NRRC1","NRRC",5
"780","20","BA","f","35+",20,"controlA3","control",1
"781","20","BA","f","35+",21,"controlB1","control",1
"783","20","BA","f","35+",23,"moa1","moa",1
"784","20","BA","f","35+",24,"possNP2","possNP",5
"785","20","BA","f","35+",25,"kuaauka1","kuaauka",5
"786","20","BA","f","35+",26,"haimete2","haimete",3
"787","20","BA","f","35+",27,"hecha1","hecha",5
"788","20","BA","f","35+",28,"mombeu2","mombeu",5
"789","20","BA","f","35+",29,"topa1","topa",1
"790","20","BA","f","35+",30,"controlB2","control",1
"791","20","BA","f","35+",31,"hechauka2","hechauka",5
"792","20","BA","f","35+",32,"kuaa1","kuaa",5
"793","20","BA","f","35+",33,"cos2","cos",5
"794","20","BA","f","35+",34,"hendu1","hendu",5
"795","20","BA","f","35+",35,"nte2","nte",3
"796","20","BA","f","35+",36,"juhu1","juhu",1
"797","20","BA","f","35+",37,"hechakuaa2","hechakuaa",3
"798","20","BA","f","35+",38,"hei1","hei",3
"799","20","BA","f","35+",39,"NRRC2","NRRC",5
"800","20","BA","f","35+",40,"controlB3","control",1
"801","21","AB","f","35+",1,"controlA1","control",1
"802","21","AB","f","35+",2,"vya1","vya",1
"803","21","AB","f","35+",3,"moa2","moa",3
"804","21","AB","f","35+",4,"possNP1","possNP",5
"805","21","AB","f","35+",5,"kuaauka2","kuaauka",1
"806","21","AB","f","35+",6,"haimete1","haimete",3
"807","21","AB","f","35+",7,"hecha2","hecha",5
"808","21","AB","f","35+",8,"mombeu1","mombeu",3
"809","21","AB","f","35+",9,"topa2","topa",5
"810","21","AB","f","35+",10,"controlA2","control",1
"811","21","AB","f","35+",11,"hechauka1","hechauka",1
"812","21","AB","f","35+",12,"kuaa2","kuaa",5
"813","21","AB","f","35+",13,"cos1","cos",1
"814","21","AB","f","35+",14,"hendu2","hendu",5
"815","21","AB","f","35+",15,"nte1","nte",1
"816","21","AB","f","35+",16,"juhu2","juhu",5
"817","21","AB","f","35+",17,"hechakuaa1","hechakuaa",5
"818","21","AB","f","35+",18,"hei2","hei",3
"819","21","AB","f","35+",19,"NRRC1","NRRC",5
"820","21","AB","f","35+",20,"controlA3","control",3
"821","21","AB","f","35+",21,"controlB1","control",1
"823","21","AB","f","35+",23,"moa1","moa",3
"824","21","AB","f","35+",24,"possNP2","possNP",5
"825","21","AB","f","35+",25,"kuaauka1","kuaauka",5
"826","21","AB","f","35+",26,"haimete2","haimete",1
"827","21","AB","f","35+",27,"hecha1","hecha",5
"828","21","AB","f","35+",28,"mombeu2","mombeu",1
"829","21","AB","f","35+",29,"topa1","topa",5
"830","21","AB","f","35+",30,"controlB2","control",3
"831","21","AB","f","35+",31,"hechauka2","hechauka",5
"832","21","AB","f","35+",32,"kuaa1","kuaa",3
"833","21","AB","f","35+",33,"cos2","cos",4
"834","21","AB","f","35+",34,"hendu1","hendu",5
"835","21","AB","f","35+",35,"nte2","nte",2
"836","21","AB","f","35+",36,"juhu1","juhu",5
"837","21","AB","f","35+",37,"hechakuaa2","hechakuaa",1
"838","21","AB","f","35+",38,"hei1","hei",5
"839","21","AB","f","35+",39,"NRRC2","NRRC",3
"840","21","AB","f","35+",40,"controlB3","control",2
"841","22","BA","m","35+",1,"controlA1","control",1
"842","22","BA","m","35+",2,"vya1","vya",1
"843","22","BA","m","35+",3,"moa2","moa",1
"844","22","BA","m","35+",4,"possNP1","possNP",5
"845","22","BA","m","35+",5,"kuaauka2","kuaauka",5
"846","22","BA","m","35+",6,"haimete1","haimete",5
"847","22","BA","m","35+",7,"hecha2","hecha",5
"848","22","BA","m","35+",8,"mombeu1","mombeu",5
"849","22","BA","m","35+",9,"topa2","topa",5
"850","22","BA","m","35+",10,"controlA2","control",1
"851","22","BA","m","35+",11,"hechauka1","hechauka",1
"852","22","BA","m","35+",12,"kuaa2","kuaa",1
"853","22","BA","m","35+",13,"cos1","cos",5
"854","22","BA","m","35+",14,"hendu2","hendu",5
"855","22","BA","m","35+",15,"nte1","nte",5
"856","22","BA","m","35+",16,"juhu2","juhu",5
"857","22","BA","m","35+",17,"hechakuaa1","hechakuaa",5
"858","22","BA","m","35+",18,"hei2","hei",5
"859","22","BA","m","35+",19,"NRRC1","NRRC",5
"860","22","BA","m","35+",20,"controlA3","control",1
"861","22","BA","m","35+",21,"controlB1","control",1
"863","22","BA","m","35+",23,"moa1","moa",1
"864","22","BA","m","35+",24,"possNP2","possNP",5
"865","22","BA","m","35+",25,"kuaauka1","kuaauka",5
"866","22","BA","m","35+",26,"haimete2","haimete",5
"867","22","BA","m","35+",27,"hecha1","hecha",1
"868","22","BA","m","35+",28,"mombeu2","mombeu",1
"869","22","BA","m","35+",29,"topa1","topa",1
"870","22","BA","m","35+",30,"controlB2","control",1
"871","22","BA","m","35+",31,"hechauka2","hechauka",1
"872","22","BA","m","35+",32,"kuaa1","kuaa",5
"873","22","BA","m","35+",33,"cos2","cos",5
"874","22","BA","m","35+",34,"hendu1","hendu",5
"875","22","BA","m","35+",35,"nte2","nte",5
"876","22","BA","m","35+",36,"juhu1","juhu",5
"877","22","BA","m","35+",37,"hechakuaa2","hechakuaa",5
"878","22","BA","m","35+",38,"hei1","hei",1
"879","22","BA","m","35+",39,"NRRC2","NRRC",5
"880","22","BA","m","35+",40,"controlB3","control",1
"921","24","BA","m","35-",1,"controlA1","control",3
"922","24","BA","m","35-",2,"vya1","vya",3
"923","24","BA","m","35-",3,"moa2","moa",3
"924","24","BA","m","35-",4,"possNP1","possNP",5
"925","24","BA","m","35-",5,"kuaauka2","kuaauka",5
"926","24","BA","m","35-",6,"haimete1","haimete",5
"927","24","BA","m","35-",7,"hecha2","hecha",5
"928","24","BA","m","35-",8,"mombeu1","mombeu",5
"929","24","BA","m","35-",9,"topa2","topa",3
"930","24","BA","m","35-",10,"controlA2","control",3
"931","24","BA","m","35-",11,"hechauka1","hechauka",3
"932","24","BA","m","35-",12,"kuaa2","kuaa",3
"933","24","BA","m","35-",13,"cos1","cos",3
"934","24","BA","m","35-",14,"hendu2","hendu",5
"935","24","BA","m","35-",15,"nte1","nte",5
"936","24","BA","m","35-",16,"juhu2","juhu",5
"937","24","BA","m","35-",17,"hechakuaa1","hechakuaa",4
"938","24","BA","m","35-",18,"hei2","hei",3
"939","24","BA","m","35-",19,"NRRC1","NRRC",5
"940","24","BA","m","35-",20,"controlA3","control",3
"941","24","BA","m","35-",21,"controlB1","control",3
"943","24","BA","m","35-",23,"moa1","moa",3
"944","24","BA","m","35-",24,"possNP2","possNP",5
"945","24","BA","m","35-",25,"kuaauka1","kuaauka",5
"946","24","BA","m","35-",26,"haimete2","haimete",5
"947","24","BA","m","35-",27,"hecha1","hecha",5
"948","24","BA","m","35-",28,"mombeu2","mombeu",5
"949","24","BA","m","35-",29,"topa1","topa",5
"950","24","BA","m","35-",30,"controlB2","control",3
"951","24","BA","m","35-",31,"hechauka2","hechauka",5
"952","24","BA","m","35-",32,"kuaa1","kuaa",3
"953","24","BA","m","35-",33,"cos2","cos",1
"954","24","BA","m","35-",34,"hendu1","hendu",5
"955","24","BA","m","35-",35,"nte2","nte",5
"956","24","BA","m","35-",36,"juhu1","juhu",5
"957","24","BA","m","35-",37,"hechakuaa2","hechakuaa",3
"958","24","BA","m","35-",38,"hei1","hei",3
"959","24","BA","m","35-",39,"NRRC2","NRRC",5
"960","24","BA","m","35-",40,"controlB3","control",3
"961","25","AB","m","35+",1,"controlA1","control",1
"962","25","AB","m","35+",2,"vya1","vya",3
"963","25","AB","m","35+",3,"moa2","moa",1
"964","25","AB","m","35+",4,"possNP1","possNP",5
"965","25","AB","m","35+",5,"kuaauka2","kuaauka",3
"966","25","AB","m","35+",6,"haimete1","haimete",3
"967","25","AB","m","35+",7,"hecha2","hecha",1
"968","25","AB","m","35+",8,"mombeu1","mombeu",1
"969","25","AB","m","35+",9,"topa2","topa",3
"970","25","AB","m","35+",10,"controlA2","control",1
"971","25","AB","m","35+",11,"hechauka1","hechauka",3
"972","25","AB","m","35+",12,"kuaa2","kuaa",1
"973","25","AB","m","35+",13,"cos1","cos",3
"974","25","AB","m","35+",14,"hendu2","hendu",3
"975","25","AB","m","35+",15,"nte1","nte",1
"976","25","AB","m","35+",16,"juhu2","juhu",5
"977","25","AB","m","35+",17,"hechakuaa1","hechakuaa",5
"978","25","AB","m","35+",18,"hei2","hei",3
"979","25","AB","m","35+",19,"NRRC1","NRRC",3
"980","25","AB","m","35+",20,"controlA3","control",1
"981","25","AB","m","35+",21,"controlB1","control",1
"983","25","AB","m","35+",23,"moa1","moa",1
"984","25","AB","m","35+",24,"possNP2","possNP",5
"985","25","AB","m","35+",25,"kuaauka1","kuaauka",5
"986","25","AB","m","35+",26,"haimete2","haimete",5
"987","25","AB","m","35+",27,"hecha1","hecha",1
"988","25","AB","m","35+",28,"mombeu2","mombeu",3
"989","25","AB","m","35+",29,"topa1","topa",5
"990","25","AB","m","35+",30,"controlB2","control",1
"991","25","AB","m","35+",31,"hechauka2","hechauka",3
"992","25","AB","m","35+",32,"kuaa1","kuaa",1
"993","25","AB","m","35+",33,"cos2","cos",3
"994","25","AB","m","35+",34,"hendu1","hendu",5
"995","25","AB","m","35+",35,"nte2","nte",5
"996","25","AB","m","35+",36,"juhu1","juhu",5
"997","25","AB","m","35+",37,"hechakuaa2","hechakuaa",5
"998","25","AB","m","35+",38,"hei1","hei",3
"999","25","AB","m","35+",39,"NRRC2","NRRC",5
"1000","25","AB","m","35+",40,"controlB3","control",1
"1001","26","BA","m","35-",1,"controlA1","control",1
"1002","26","BA","m","35-",2,"vya1","vya",4
"1003","26","BA","m","35-",3,"moa2","moa",3
"1004","26","BA","m","35-",4,"possNP1","possNP",5
"1005","26","BA","m","35-",5,"kuaauka2","kuaauka",5
"1006","26","BA","m","35-",6,"haimete1","haimete",3
"1007","26","BA","m","35-",7,"hecha2","hecha",5
"1008","26","BA","m","35-",8,"mombeu1","mombeu",5
"1009","26","BA","m","35-",9,"topa2","topa",5
"1010","26","BA","m","35-",10,"controlA2","control",1
"1011","26","BA","m","35-",11,"hechauka1","hechauka",5
"1012","26","BA","m","35-",12,"kuaa2","kuaa",4
"1013","26","BA","m","35-",13,"cos1","cos",5
"1014","26","BA","m","35-",14,"hendu2","hendu",3
"1015","26","BA","m","35-",15,"nte1","nte",2
"1016","26","BA","m","35-",16,"juhu2","juhu",5
"1017","26","BA","m","35-",17,"hechakuaa1","hechakuaa",5
"1018","26","BA","m","35-",18,"hei2","hei",5
"1019","26","BA","m","35-",19,"NRRC1","NRRC",5
"1020","26","BA","m","35-",20,"controlA3","control",1
"1021","26","BA","m","35-",21,"controlB1","control",1
"1023","26","BA","m","35-",23,"moa1","moa",2
"1024","26","BA","m","35-",24,"possNP2","possNP",5
"1025","26","BA","m","35-",25,"kuaauka1","kuaauka",2
"1026","26","BA","m","35-",26,"haimete2","haimete",2
"1027","26","BA","m","35-",27,"hecha1","hecha",5
"1028","26","BA","m","35-",28,"mombeu2","mombeu",5
"1029","26","BA","m","35-",29,"topa1","topa",4
"1030","26","BA","m","35-",30,"controlB2","control",1
"1031","26","BA","m","35-",31,"hechauka2","hechauka",5
"1032","26","BA","m","35-",32,"kuaa1","kuaa",5
"1033","26","BA","m","35-",33,"cos2","cos",5
"1034","26","BA","m","35-",34,"hendu1","hendu",1
"1035","26","BA","m","35-",35,"nte2","nte",2
"1036","26","BA","m","35-",36,"juhu1","juhu",3
"1037","26","BA","m","35-",37,"hechakuaa2","hechakuaa",3
"1038","26","BA","m","35-",38,"hei1","hei",3
"1039","26","BA","m","35-",39,"NRRC2","NRRC",3
"1040","26","BA","m","35-",40,"controlB3","control",1
"1041","27","AB","f","35+",1,"controlA1","control",2
"1042","27","AB","f","35+",2,"vya1","vya",3
"1043","27","AB","f","35+",3,"moa2","moa",3
"1044","27","AB","f","35+",4,"possNP1","possNP",5
"1045","27","AB","f","35+",5,"kuaauka2","kuaauka",5
"1046","27","AB","f","35+",6,"haimete1","haimete",3
"1047","27","AB","f","35+",7,"hecha2","hecha",2
"1048","27","AB","f","35+",8,"mombeu1","mombeu",5
"1049","27","AB","f","35+",9,"topa2","topa",5
"1050","27","AB","f","35+",10,"controlA2","control",2
"1051","27","AB","f","35+",11,"hechauka1","hechauka",5
"1052","27","AB","f","35+",12,"kuaa2","kuaa",5
"1053","27","AB","f","35+",13,"cos1","cos",5
"1054","27","AB","f","35+",14,"hendu2","hendu",5
"1055","27","AB","f","35+",15,"nte1","nte",5
"1056","27","AB","f","35+",16,"juhu2","juhu",2
"1057","27","AB","f","35+",17,"hechakuaa1","hechakuaa",5
"1058","27","AB","f","35+",18,"hei2","hei",5
"1059","27","AB","f","35+",19,"NRRC1","NRRC",5
"1060","27","AB","f","35+",20,"controlA3","control",2
"1061","27","AB","f","35+",21,"controlB1","control",3
"1063","27","AB","f","35+",23,"moa1","moa",3
"1064","27","AB","f","35+",24,"possNP2","possNP",5
"1065","27","AB","f","35+",25,"kuaauka1","kuaauka",5
"1066","27","AB","f","35+",26,"haimete2","haimete",3
"1067","27","AB","f","35+",27,"hecha1","hecha",5
"1068","27","AB","f","35+",28,"mombeu2","mombeu",5
"1069","27","AB","f","35+",29,"topa1","topa",5
"1070","27","AB","f","35+",30,"controlB2","control",3
"1071","27","AB","f","35+",31,"hechauka2","hechauka",5
"1072","27","AB","f","35+",32,"kuaa1","kuaa",5
"1073","27","AB","f","35+",33,"cos2","cos",5
"1074","27","AB","f","35+",34,"hendu1","hendu",5
"1075","27","AB","f","35+",35,"nte2","nte",3
"1076","27","AB","f","35+",36,"juhu1","juhu",3
"1077","27","AB","f","35+",37,"hechakuaa2","hechakuaa",5
"1078","27","AB","f","35+",38,"hei1","hei",5
"1079","27","AB","f","35+",39,"NRRC2","NRRC",3
"1080","27","AB","f","35+",40,"controlB3","control",3
"1081","28","BA","m","35+",1,"controlA1","control",1
